year,mean_sea_level
2018-02-01,4.61
2018-02-01,9.91
2018-02-01,10.11
2018-03-01,-11.39
2018-03-01,-5.79
2018-03-01,5.31
2018-04-01,-2.19
2018-04-01,11.01
2018-04-01,18.71
2018-05-01,15.51
2018-05-01,16.71
2018-05-01,19.91
2018-06-01,43.61
2018-06-01,51.81
2018-06-01,49.01
2018-07-01,65.01
2018-07-01,85.61
2018-07-01,86.71
2018-08-01,102.21
2018-08-01,121.51
2018-08-01,114.71
2018-09-01,112.81
2018-09-01,123.31
2018-09-01,125.11
2018-10-01,122.51
2018-10-01,114.21
2018-10-01,108.31
2018-10-01,110.11
2018-11-01,109.51
2018-11-01,93.01
2018-11-01,88.71
2018-12-01,75.51
2018-12-01,66.11
2018-12-01,81.41
2019-01-01,42.81
2019-01-01,32.81
2019-01-01,33.91
2019-02-01,38.91
2019-02-01,32.41
2019-02-01,20.01
2019-03-01,23.01
2019-03-01,25.01
2019-03-01,12.81
2019-04-01,16.71
2019-04-01,19.01
2019-04-01,11.21
2019-05-01,19.91
2019-05-01,25.71
2019-05-01,38.01
2019-06-01,24.21
2019-06-01,53.01
2019-06-01,68.31
2019-07-01,80.51
2019-07-01,82.61
2019-07-01,89.41
2019-08-01,87.91
2019-08-01,104.41
2019-08-01,126.01
2019-09-01,129.31
2019-09-01,129.71
2019-09-01,119.61
2019-10-01,111.21
2019-10-01,115.41
2019-10-01,123.51
2019-11-01,114.11
2019-11-01,105.91
2019-11-01,96.71
2019-12-01,77.31
2019-12-01,75.31
2019-12-01,76.81
2019-12-01,70.41
2020-01-01,72.91
2020-01-01,44.11
2020-01-01,36.31
2020-02-01,74.11
2020-02-01,36.71
2020-02-01,29.11
2020-03-01,24.21
2020-03-01,15.71
2020-03-01,19.31
2020-04-01,28.81
2020-04-01,24.21
2020-04-01,21.21
2020-05-01,34.21
2020-05-01,59.91
2020-05-01,64.01
2020-06-01,68.21
2020-06-01,74.71
2020-06-01,80.91
2020-07-01,81.41
2020-07-01,95.91
2020-07-01,102.31
2020-08-01,100.51
2020-08-01,111.81
2020-08-01,119.71
2020-09-01,117.71
2020-09-01,121.31
2020-09-01,129.11
2020-10-01,128.71
2020-10-01,140.61
